,street_name,city_name,total_square_meters,living_square_meters,kitchen_square_meters,rooms_count,floor,wall_type,inspected,construction_year,heating,seller,water,building_condition,floors_count,price_uah
190,other,Буча,37.5,15.46,10.84,1.0,7,кирпич,True,2014.0,без отопления,от представителя застройщика,централизованное (водопровод),хорошее,9,445293
191,улица,Харьков,95.4,50.0,9.0,3.0,13,газоблок,True,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,отличное,14,1781170
192,улица,Винница,43.0,18.0,14.0,1.0,4,кирпич,True,2014.0,без отопления,от посредника,other,требует,10,610687
193,улица,Винница,115.0,80.0,16.0,3.0,1,кирпич,True,2016,индивидуальное,от собственника,централизованное (водопровод),отличное,9,1730280
194,улица,Николаев,81.0,32.0,9.0,2.0,1,кирпич,True,2014.0,индивидуальное,от собственника,централизованное (водопровод),хорошее,9,1526717
195,other,Кременчуг,28.0,32.0,9.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,9,267176
196,проспект,Винница,68.5,42.9,9.3,3.0,8,кирпич,True,2014.0,централизованное,от посредника,централизованное (водопровод),нормальное,9,1246819
197,улица,Винница,61.0,24.0,16.0,1.0,2,кирпич,True,2018,индивидуальное,от посредника,централизованное (водопровод),отличное,15,1323155
198,улица,Винница,60.3,44.0,5.3,4.0,3,панель,True,2014.0,централизованное,от посредника,other,нормальное,5,1005089
199,проспект,Киев,67.0,46.0,6.5,3.0,5,железобетон,True,1970,централизованное,от посредника,централизованное (водопровод),хорошее,9,1348600
200,улица,Винница,44.0,31.0,5.0,2.0,3,панель,True,2014.0,централизованное,от посредника,централизованное (водопровод),хорошее,5,826972
201,улица,Винница,60.0,45.0,12.0,2.0,2,кирпич,True,2014.0,без отопления,от представителя застройщика,централизованное (водопровод),хорошее,2,1017812
202,переулок,Хмельницкий,90.0,32.0,9.0,2.0,1,газоблок,True,2019,без отопления,от представителя застройщика,централизованное (водопровод),отличное,2,763359
203,проспект,Киев,92.0,55.0,12.0,3.0,6,кирпич,True,2014.0,централизованное,от представителя хозяина (без комиссионных),централизованное (водопровод),хорошее,22,3155216
204,улица,Винница,34.2,17.0,8.0,1.0,2,панель,True,2014.0,централизованное,от посредника,централизованное (водопровод),нормальное,9,732824
205,other,Винница,47.0,24.0,15.0,1.0,6,кирпич,True,2018,индивидуальное,от посредника,централизованное (водопровод),отличное,12,852417
206,переулок,Винница,95.0,58.0,12.2,3.0,2,кирпич,True,2014.0,без отопления,от посредника,централизованное (водопровод),хорошее,2,966921
